code;image_key;zone;group;part;applies_to;name_in_crm;cost_rub;price_rub
BRAKE-DRUM-01-C;drum-shoes;Тормоза;Барабанные;Колодки барабанные;GY6 150 (Tank T150);Колодки барабанные — GY6 150 (Tank T150);450;700
BRAKE-DRUM-02-U;shoe-springs;Тормоза;Барабанные;Пружины тормозных колодок (пара);все модели;Пружины тормозных колодок (пара) — все модели;150;250
BRAKE-DRUM-03-U;brake-cam;Тормоза;Барабанные;Кулачок тормоза с рычагом;все модели;Кулачок тормоза с рычагом — все модели;500;700
BRAKE-DRUM-04-U;brake-arm-spring;Тормоза;Барабанные;Возвратная пружина рычага тормоза;все модели;Возвратная пружина рычага тормоза — все модели;100;150
BRAKE-DRUM-05-U;brake-adjuster;Тормоза;Барабанные;Гайка регулировки тормоза;все модели;Гайка регулировки тормоза — все модели;60;100
BRAKE-DRUM-06-G;brake-panel;Тормоза;Барабанные;Тормозной щит переднего колеса;Yamaha Gear 4T;Тормозной щит переднего колеса — Yamaha Gear 4T;1200;1650
BRAKE-DRUM-06-J;brake-panel;Тормоза;Барабанные;Тормозной щит переднего колеса;Yamaha Jog 4T;Тормозной щит переднего колеса — Yamaha Jog 4T;1000;1350
BRAKE-DRUM-06-A;brake-panel;Тормоза;Барабанные;Тормозной щит переднего колеса;Yamaha Jog AY01;Тормозной щит переднего колеса — Yamaha Jog AY01;1250;1700
BRAKE-DRUM-06-D;brake-panel;Тормоза;Барабанные;Тормозной щит переднего колеса;Honda Dio AF62/68;Тормозной щит переднего колеса — Honda Dio AF62/68;1250;1700
BRAKE-DRUM-06-T;brake-panel;Тормоза;Барабанные;Тормозной щит переднего колеса;Tank T150;Тормозной щит переднего колеса — Tank T150;650;900
BRAKE-DRUM-07-YH;brake-equalizer;Тормоза;Барабанные;Уравнитель комбинированного тормоза;Yamaha 4T, Honda 4T;Уравнитель комбинированного тормоза — Yamaha 4T, Honda 4T;900;1250
BRAKE-DISC-01-V1;disc-pads;Тормоза;Дисковые;Колодки дисковые передние;Yamaha Jog, Gear (с дисковым тормозом);Колодки дисковые передние — Yamaha Jog, Gear (с дисковым тормозом);450;700
BRAKE-DISC-01-V2;disc-pads;Тормоза;Дисковые;Колодки дисковые передние;Honda Dio;Колодки дисковые передние — Honda Dio;450;700
BRAKE-DISC-01-C;disc-pads;Тормоза;Дисковые;Колодки дисковые передние;GY6 150 (Tank T150);Колодки дисковые передние — GY6 150 (Tank T150);450;700
BRAKE-DISC-02-V1;brake-disc;Тормоза;Дисковые;Тормозной диск передний;Yamaha Jog, Gear (с дисковым тормозом);Тормозной диск передний — Yamaha Jog, Gear (с дисковым тормозом);1800;2450
BRAKE-DISC-02-C;brake-disc;Тормоза;Дисковые;Тормозной диск передний;GY6 150 (Tank T150);Тормозной диск передний — GY6 150 (Tank T150);1500;2050
BRAKE-DISC-03-U;caliper;Тормоза;Дисковые;Суппорт передний;все модели;Суппорт передний — все модели;1900;2600
BRAKE-DISC-04-U;caliper-piston;Тормоза;Дисковые;Поршень суппорта;все модели;Поршень суппорта — все модели;400;600
BRAKE-DISC-05-U;caliper-kit;Тормоза;Дисковые;Ремкомплект суппорта;все модели;Ремкомплект суппорта — все модели;400;600
BRAKE-DISC-06-U;caliper-pins;Тормоза;Дисковые;Направляющие суппорта с пыльниками;все модели;Направляющие суппорта с пыльниками — все модели;300;450
BRAKE-DISC-07-U;master-cylinder;Тормоза;Дисковые;Главный тормозной цилиндр;все модели;Главный тормозной цилиндр — все модели;1600;2200
BRAKE-DISC-08-U;master-cylinder-kit;Тормоза;Дисковые;Ремкомплект главного цилиндра;все модели;Ремкомплект главного цилиндра — все модели;450;700
BRAKE-DISC-09-U;reservoir-cap;Тормоза;Дисковые;Крышка бачка тормозной жидкости с мембраной;все модели;Крышка бачка тормозной жидкости с мембраной — все модели;250;400
BRAKE-DISC-10-U;brake-hose;Тормоза;Дисковые;Тормозной шланг;все модели;Тормозной шланг — все модели;700;950
BRAKE-DISC-11-U;banjo-bolt;Тормоза;Дисковые;Болт-банжо с медными шайбами;все модели;Болт-банжо с медными шайбами — все модели;200;300
BRAKE-DISC-12-U;bleeder;Тормоза;Дисковые;Штуцер прокачки;все модели;Штуцер прокачки — все модели;100;150
BRAKE-DISC-13-U;disc-bolts;Тормоза;Дисковые;Болты тормозного диска (комплект);все модели;Болты тормозного диска (комплект) — все модели;200;300
CHAS-FORK-01-G;front-fork;Ходовая;Передняя подвеска;Вилка передняя в сборе;Yamaha Gear 4T;Вилка передняя в сборе — Yamaha Gear 4T;6500;8450
CHAS-FORK-01-J;front-fork;Ходовая;Передняя подвеска;Вилка передняя в сборе;Yamaha Jog 4T;Вилка передняя в сборе — Yamaha Jog 4T;5500;7150
CHAS-FORK-01-A;front-fork;Ходовая;Передняя подвеска;Вилка передняя в сборе;Yamaha Jog AY01;Вилка передняя в сборе — Yamaha Jog AY01;6500;8450
CHAS-FORK-01-D;front-fork;Ходовая;Передняя подвеска;Вилка передняя в сборе;Honda Dio AF62/68;Вилка передняя в сборе — Honda Dio AF62/68;6000;7800
CHAS-FORK-01-T;front-fork;Ходовая;Передняя подвеска;Вилка передняя в сборе;Tank T150;Вилка передняя в сборе — Tank T150;4500;5850
CHAS-FORK-02-G;fork-leg;Ходовая;Передняя подвеска;Амортизатор передний (перо, 1 шт);Yamaha Gear 4T;Амортизатор передний (перо, 1 шт) — Yamaha Gear 4T;1800;2450
CHAS-FORK-02-J;fork-leg;Ходовая;Передняя подвеска;Амортизатор передний (перо, 1 шт);Yamaha Jog 4T;Амортизатор передний (перо, 1 шт) — Yamaha Jog 4T;1350;1850
CHAS-FORK-02-A;fork-leg;Ходовая;Передняя подвеска;Амортизатор передний (перо, 1 шт);Yamaha Jog AY01;Амортизатор передний (перо, 1 шт) — Yamaha Jog AY01;1800;2450
CHAS-FORK-02-D;fork-leg;Ходовая;Передняя подвеска;Амортизатор передний (перо, 1 шт);Honda Dio AF62/68;Амортизатор передний (перо, 1 шт) — Honda Dio AF62/68;1600;2200
CHAS-FORK-02-T;fork-leg;Ходовая;Передняя подвеска;Амортизатор передний (перо, 1 шт);Tank T150;Амортизатор передний (перо, 1 шт) — Tank T150;1300;1800
CHAS-FORK-03-V1;fork-pair;Ходовая;Передняя подвеска;Амортизаторы передние (пара);Yamaha Jog (с дисковым тормозом);Амортизаторы передние (пара) — Yamaha Jog (с дисковым тормозом);4410;5750
CHAS-FORK-03-V2;fork-pair;Ходовая;Передняя подвеска;Амортизаторы передние (пара);Honda Dio;Амортизаторы передние (пара) — Honda Dio;3060;4000
CHAS-FORK-03-T;fork-pair;Ходовая;Передняя подвеска;Амортизаторы передние (пара);Tank T150;Амортизаторы передние (пара) — Tank T150;2500;3400
CHAS-FORK-04-U;fork-seals;Ходовая;Передняя подвеска;Сальники вилки (пара);все модели;Сальники вилки (пара) — все модели;300;450
CHAS-FORK-05-U;fork-boots;Ходовая;Передняя подвеска;Пыльники вилки (пара);все модели;Пыльники вилки (пара) — все модели;300;450
CHAS-FORK-06-U;fork-bushings;Ходовая;Передняя подвеска;Втулки вилки (комплект);все модели;Втулки вилки (комплект) — все модели;400;600
CHAS-FORK-07-U;steering-bearings;Ходовая;Передняя подвеска;Подшипники рулевой колонки (комплект);все модели;Подшипники рулевой колонки (комплект) — все модели;650;900
CHAS-FORK-08-U;steering-nut;Ходовая;Передняя подвеска;Гайка рулевой колонки;все модели;Гайка рулевой колонки — все модели;250;400
CHAS-FORK-09-G;steering-stem;Ходовая;Передняя подвеска;Траверса (рулевая колонка);Yamaha Gear 4T;Траверса (рулевая колонка) — Yamaha Gear 4T;2500;3400
CHAS-FORK-09-J;steering-stem;Ходовая;Передняя подвеска;Траверса (рулевая колонка);Yamaha Jog 4T;Траверса (рулевая колонка) — Yamaha Jog 4T;2100;2850
CHAS-FORK-09-A;steering-stem;Ходовая;Передняя подвеска;Траверса (рулевая колонка);Yamaha Jog AY01;Траверса (рулевая колонка) — Yamaha Jog AY01;2600;3550
CHAS-FORK-09-D;steering-stem;Ходовая;Передняя подвеска;Траверса (рулевая колонка);Honda Dio AF62/68;Траверса (рулевая колонка) — Honda Dio AF62/68;2600;3550
CHAS-FORK-09-T;steering-stem;Ходовая;Передняя подвеска;Траверса (рулевая колонка);Tank T150;Траверса (рулевая колонка) — Tank T150;1400;1900
CHAS-SHOCK-01-G;rear-shock;Ходовая;Задняя подвеска;Амортизатор задний;Yamaha Gear 4T;Амортизатор задний — Yamaha Gear 4T;1300;1800
CHAS-SHOCK-01-J;rear-shock;Ходовая;Задняя подвеска;Амортизатор задний;Yamaha Jog 4T;Амортизатор задний — Yamaha Jog 4T;900;1250
CHAS-SHOCK-01-A;rear-shock;Ходовая;Задняя подвеска;Амортизатор задний;Yamaha Jog AY01;Амортизатор задний — Yamaha Jog AY01;1500;2050
CHAS-SHOCK-01-D;rear-shock;Ходовая;Задняя подвеска;Амортизатор задний;Honda Dio AF62/68;Амортизатор задний — Honda Dio AF62/68;1280;1750
CHAS-SHOCK-01-T;rear-shock;Ходовая;Задняя подвеска;Амортизатор задний;Tank T150;Амортизатор задний — Tank T150;1310;1800
CHAS-SHOCK-02-U;rear-shock-adjustable;Ходовая;Задняя подвеска;Амортизатор задний регулируемый;все модели;Амортизатор задний регулируемый — все модели;1540;2100
CHAS-SHOCK-03-U;shock-bushings;Ходовая;Задняя подвеска;Втулки амортизатора (комплект);все модели;Втулки амортизатора (комплект) — все модели;200;300
CHAS-SHOCK-04-U;shock-bolts;Ходовая;Задняя подвеска;Болты крепления амортизатора (комплект);все модели;Болты крепления амортизатора (комплект) — все модели;250;400
CHAS-SHOCK-05-U;engine-hanger;Ходовая;Задняя подвеска;Кронштейн (маятник) двигателя;все модели;Кронштейн (маятник) двигателя — все модели;1500;2050
CHAS-SHOCK-06-U;hanger-bushings;Ходовая;Задняя подвеска;Сайлентблоки маятника (комплект);все модели;Сайлентблоки маятника (комплект) — все модели;600;850
CHAS-SHOCK-07-U;hanger-stopper;Ходовая;Задняя подвеска;Резиновый отбойник маятника;все модели;Резиновый отбойник маятника — все модели;200;300
CHAS-STAND-01-G;center-stand;Ходовая;Подножки;Подножка центральная;Yamaha Gear 4T;Подножка центральная — Yamaha Gear 4T;1600;2200
CHAS-STAND-01-J;center-stand;Ходовая;Подножки;Подножка центральная;Yamaha Jog 4T;Подножка центральная — Yamaha Jog 4T;1400;1900
CHAS-STAND-01-A;center-stand;Ходовая;Подножки;Подножка центральная;Yamaha Jog AY01;Подножка центральная — Yamaha Jog AY01;1600;2200
CHAS-STAND-01-D;center-stand;Ходовая;Подножки;Подножка центральная;Honda Dio AF62/68;Подножка центральная — Honda Dio AF62/68;1500;2050
CHAS-STAND-01-T;center-stand;Ходовая;Подножки;Подножка центральная;Tank T150;Подножка центральная — Tank T150;1200;1650
CHAS-STAND-02-U;side-stand;Ходовая;Подножки;Подножка боковая;все модели;Подножка боковая — все модели;800;1100
CHAS-STAND-03-U;stand-springs;Ходовая;Подножки;Пружины подножки (комплект);все модели;Пружины подножки (комплект) — все модели;150;250
CHAS-STAND-04-U;stand-pivot;Ходовая;Подножки;Ось подножки с шайбами;все модели;Ось подножки с шайбами — все модели;250;400
CHAS-STAND-05-U;stand-rubber;Ходовая;Подножки;Резиновый упор подножки;все модели;Резиновый упор подножки — все модели;100;150
CHAS-WHEEL-01-G;front-rim;Ходовая;Колёса;Диск колёсный передний;Yamaha Gear 4T;Диск колёсный передний — Yamaha Gear 4T;3000;3900
CHAS-WHEEL-01-J;front-rim;Ходовая;Колёса;Диск колёсный передний;Yamaha Jog 4T;Диск колёсный передний — Yamaha Jog 4T;2000;2700
CHAS-WHEEL-01-A;front-rim;Ходовая;Колёса;Диск колёсный передний;Yamaha Jog AY01;Диск колёсный передний — Yamaha Jog AY01;2500;3400
CHAS-WHEEL-01-D;front-rim;Ходовая;Колёса;Диск колёсный передний;Honda Dio AF62/68;Диск колёсный передний — Honda Dio AF62/68;2200;3000
CHAS-WHEEL-01-T;front-rim;Ходовая;Колёса;Диск колёсный передний;Tank T150;Диск колёсный передний — Tank T150;2500;3400
CHAS-WHEEL-02-G;rear-rim;Ходовая;Колёса;Диск колёсный задний;Yamaha Gear 4T;Диск колёсный задний — Yamaha Gear 4T;2800;3800
CHAS-WHEEL-02-J;rear-rim;Ходовая;Колёса;Диск колёсный задний;Yamaha Jog 4T;Диск колёсный задний — Yamaha Jog 4T;2000;2700
CHAS-WHEEL-02-A;rear-rim;Ходовая;Колёса;Диск колёсный задний;Yamaha Jog AY01;Диск колёсный задний — Yamaha Jog AY01;2500;3400
CHAS-WHEEL-02-D;rear-rim;Ходовая;Колёса;Диск колёсный задний;Honda Dio AF62/68;Диск колёсный задний — Honda Dio AF62/68;2200;3000
CHAS-WHEEL-02-T;rear-rim;Ходовая;Колёса;Диск колёсный задний;Tank T150;Диск колёсный задний — Tank T150;2600;3550
CHAS-WHEEL-03-U;wheel-bearing;Ходовая;Колёса;Подшипник колеса 6201 / 6301 (1 шт);все модели;Подшипник колеса 6201 / 6301 (1 шт) — все модели;180;300
CHAS-WHEEL-04-U;hub-seal;Ходовая;Колёса;Пыльник (сальник) ступицы;все модели;Пыльник (сальник) ступицы — все модели;150;250
CHAS-WHEEL-05-U;front-axle;Ходовая;Колёса;Ось переднего колеса с гайкой;все модели;Ось переднего колеса с гайкой — все модели;250;400
CHAS-WHEEL-06-U;axle-spacers;Ходовая;Колёса;Втулки распорные оси (комплект);все модели;Втулки распорные оси (комплект) — все модели;200;300
CHAS-WHEEL-07-U;rear-wheel-nut;Ходовая;Колёса;Гайка заднего колеса;все модели;Гайка заднего колеса — все модели;100;150
CHAS-WHEEL-08-U;cotter-pin;Ходовая;Колёса;Шплинт гайки колеса;все модели;Шплинт гайки колеса — все модели;20;50
CHAS-WHEEL-09-U;tire-valve;Ходовая;Колёса;Ниппель бескамерный;все модели;Ниппель бескамерный — все модели;50;100
CHAS-WHEEL-10-U;valve-caps;Ходовая;Колёса;Колпачки ниппеля (пара);все модели;Колпачки ниппеля (пара) — все модели;50;100
CHAS-TIRE-01-V1;tire;Ходовая;Шины и камеры;Шина;80/90-10 — Yamaha Jog, Vino;Шина — 80/90-10 — Yamaha Jog, Vino;1800;2450
CHAS-TIRE-01-V2;tire;Ходовая;Шины и камеры;Шина;90/90-10 — Honda Dio, Jog AY01, электро;Шина — 90/90-10 — Honda Dio, Jog AY01, электро;1900;2600
CHAS-TIRE-01-V3;tire;Ходовая;Шины и камеры;Шина;90/90-12 передняя — Yamaha Gear 4T;Шина — 90/90-12 передняя — Yamaha Gear 4T;2300;3150
CHAS-TIRE-01-V4;tire;Ходовая;Шины и камеры;Шина;100/90-10 задняя — Yamaha Gear 4T;Шина — 100/90-10 задняя — Yamaha Gear 4T;2200;3000
CHAS-TIRE-01-V5;tire;Ходовая;Шины и камеры;Шина;3.50-10 — Honda Dio, китайские 50;Шина — 3.50-10 — Honda Dio, китайские 50;1800;2450
CHAS-TIRE-01-V6;tire;Ходовая;Шины и камеры;Шина;120/70-12 — китайские 125–150;Шина — 120/70-12 — китайские 125–150;2800;3800
CHAS-TIRE-01-V7;tire;Ходовая;Шины и камеры;Шина;130/70-12 — Tank T150;Шина — 130/70-12 — Tank T150;3000;3900
CHAS-TIRE-01-V8;tire;Ходовая;Шины и камеры;Шина;130/60-13 — китайские 150;Шина — 130/60-13 — китайские 150;3200;4200
CHAS-TIRE-02-V1;inner-tube;Ходовая;Шины и камеры;Камера;3.00-10 (80/90-10);Камера — 3.00-10 (80/90-10);450;700
CHAS-TIRE-02-V2;inner-tube;Ходовая;Шины и камеры;Камера;3.50-10 (90/90-10);Камера — 3.50-10 (90/90-10);500;700
CHAS-TIRE-02-V3;inner-tube;Ходовая;Шины и камеры;Камера;90/90-12;Камера — 90/90-12;550;750
CHAS-TIRE-02-V4;inner-tube;Ходовая;Шины и камеры;Камера;120/70-12, 130/70-12;Камера — 120/70-12, 130/70-12;650;900
CHAS-TIRE-03-U;rim-tape;Ходовая;Шины и камеры;Ободная лента;все модели;Ободная лента — все модели;100;150
CONS-FLUID-01-U;engine-oil-1l;Расходники;Масла и жидкости;Масло моторное 4T 10W-40 (1 л);все модели;Масло моторное 4T 10W-40 (1 л) — все модели;700;950
CONS-FLUID-02-U;engine-oil-change;Расходники;Масла и жидкости;Масло моторное 4T 10W-40 (0,8 л — одна замена);все модели;Масло моторное 4T 10W-40 (0,8 л — одна замена) — все модели;600;850
CONS-FLUID-03-U;gear-oil;Расходники;Масла и жидкости;Масло трансмиссионное 80W-90 (0,12 л — одна замена);все модели;Масло трансмиссионное 80W-90 (0,12 л — одна замена) — все модели;150;250
CONS-FLUID-04-U;coolant;Расходники;Масла и жидкости;Антифриз (1 л);все модели;Антифриз (1 л) — все модели;350;550
CONS-FLUID-05-U;brake-fluid;Расходники;Масла и жидкости;Тормозная жидкость DOT4 (0,5 л);все модели;Тормозная жидкость DOT4 (0,5 л) — все модели;350;550
CONS-FLUID-06-U;fork-oil;Расходники;Масла и жидкости;Масло для вилки 10W (0,5 л);все модели;Масло для вилки 10W (0,5 л) — все модели;500;700
CONS-MISC-01-U;grease;Расходники;Химия и мелочи;Смазка для вариатора и подшипников;все модели;Смазка для вариатора и подшипников — все модели;250;400
CONS-MISC-02-U;copper-grease;Расходники;Химия и мелочи;Смазка медная (графитовая);все модели;Смазка медная (графитовая) — все модели;300;450
CONS-MISC-03-U;carb-cleaner;Расходники;Химия и мелочи;Очиститель карбюратора и дросселя;все модели;Очиститель карбюратора и дросселя — все модели;450;700
CONS-MISC-04-U;gasket-maker;Расходники;Химия и мелочи;Герметик-прокладка;все модели;Герметик-прокладка — все модели;350;550
CONS-MISC-05-U;thread-locker;Расходники;Химия и мелочи;Фиксатор резьбы;все модели;Фиксатор резьбы — все модели;300;450
CONS-MISC-06-U;fasteners-kit;Расходники;Химия и мелочи;Хомуты, шплинты, крепёж (комплект);все модели;Хомуты, шплинты, крепёж (комплект) — все модели;100;150
CONS-MISC-07-U;wiring-consumables;Расходники;Химия и мелочи;Изолента, термоусадка, клеммы;все модели;Изолента, термоусадка, клеммы — все модели;150;250
CONS-MISC-08-U;tire-plug-kit;Расходники;Химия и мелочи;Жгут для ремонта бескамерной шины;все модели;Жгут для ремонта бескамерной шины — все модели;150;250
EV-BAT-01-V1;ev-battery;Электротранспорт;Аккумулятор и зарядка;Аккумулятор литиевый;60V 20Ah — электро (AIMA, U-5, U-2);Аккумулятор литиевый — 60V 20Ah — электро (AIMA, U-5, U-2);25000;30000
EV-BAT-01-V2;ev-battery;Электротранспорт;Аккумулятор и зарядка;Аккумулятор литиевый;60V 30Ah — электро (AIMA, U-5, U-2);Аккумулятор литиевый — 60V 30Ah — электро (AIMA, U-5, U-2);34000;40800
EV-BAT-01-V3;ev-battery;Электротранспорт;Аккумулятор и зарядка;Аккумулятор литиевый;72V 20Ah — электро (AIMA, U-5, U-2);Аккумулятор литиевый — 72V 20Ah — электро (AIMA, U-5, U-2);30000;36000
EV-BAT-01-V4;ev-battery;Электротранспорт;Аккумулятор и зарядка;Аккумулятор литиевый;48V 20Ah — электро (AIMA, U-5, U-2);Аккумулятор литиевый — 48V 20Ah — электро (AIMA, U-5, U-2);20000;24000
EV-BAT-02-E;ev-bms;Электротранспорт;Аккумулятор и зарядка;Плата BMS аккумулятора;электро (AIMA, U-5, U-2);Плата BMS аккумулятора — электро (AIMA, U-5, U-2);2500;3400
EV-BAT-03-V1;ev-charger;Электротранспорт;Аккумулятор и зарядка;Зарядное устройство;60V — электро (AIMA, U-5, U-2);Зарядное устройство — 60V — электро (AIMA, U-5, U-2);3000;3900
EV-BAT-03-V2;ev-charger;Электротранспорт;Аккумулятор и зарядка;Зарядное устройство;72V — электро (AIMA, U-5, U-2);Зарядное устройство — 72V — электро (AIMA, U-5, U-2);3500;4550
EV-BAT-04-E;ev-charge-port;Электротранспорт;Аккумулятор и зарядка;Разъём зарядки на корпусе;электро (AIMA, U-5, U-2);Разъём зарядки на корпусе — электро (AIMA, U-5, U-2);500;700
EV-BAT-05-E;ev-battery-connector;Электротранспорт;Аккумулятор и зарядка;Разъём аккумулятора (Anderson, XT90);электро (AIMA, U-5, U-2);Разъём аккумулятора (Anderson, XT90) — электро (AIMA, U-5, U-2);300;450
EV-BAT-06-E;ev-breaker;Электротранспорт;Аккумулятор и зарядка;Автомат (предохранитель) аккумулятора;электро (AIMA, U-5, U-2);Автомат (предохранитель) аккумулятора — электро (AIMA, U-5, U-2);450;700
EV-BAT-07-E;ev-battery-strap;Электротранспорт;Аккумулятор и зарядка;Крепление аккумулятора;электро (AIMA, U-5, U-2);Крепление аккумулятора — электро (AIMA, U-5, U-2);300;450
EV-MOTOR-01-V1;ev-controller;Электротранспорт;Мотор и контроллер;Контроллер;60V 1000–1500 W — электро (AIMA, U-5, U-2);Контроллер — 60V 1000–1500 W — электро (AIMA, U-5, U-2);4500;5850
EV-MOTOR-01-V2;ev-controller;Электротранспорт;Мотор и контроллер;Контроллер;72V 2000 W — электро (AIMA, U-5, U-2);Контроллер — 72V 2000 W — электро (AIMA, U-5, U-2);6000;7800
EV-MOTOR-02-V1;ev-hub-motor;Электротранспорт;Мотор и контроллер;Мотор-колесо;"1000–1500 W, 10"" — электро (AIMA, U-5, U-2)";"Мотор-колесо — 1000–1500 W, 10"" — электро (AIMA, U-5, U-2)";12000;14400
EV-MOTOR-02-V2;ev-hub-motor;Электротранспорт;Мотор и контроллер;Мотор-колесо;"2000 W, 12"" — электро (AIMA, U-5, U-2)";"Мотор-колесо — 2000 W, 12"" — электро (AIMA, U-5, U-2)";15000;18000
EV-MOTOR-03-E;ev-hall-sensors;Электротранспорт;Мотор и контроллер;Датчики Холла мотора (3 шт);электро (AIMA, U-5, U-2);Датчики Холла мотора (3 шт) — электро (AIMA, U-5, U-2);400;600
EV-MOTOR-04-E;ev-phase-wires;Электротранспорт;Мотор и контроллер;Фазные провода и кабель питания;электро (AIMA, U-5, U-2);Фазные провода и кабель питания — электро (AIMA, U-5, U-2);600;850
EV-MOTOR-05-E;ev-motor-bearing;Электротранспорт;Мотор и контроллер;Подшипник мотор-колеса;электро (AIMA, U-5, U-2);Подшипник мотор-колеса — электро (AIMA, U-5, U-2);300;450
EV-EVCTRL-01-E;ev-throttle;Электротранспорт;Управление и приборы;Ручка газа;электро (AIMA, U-5, U-2);Ручка газа — электро (AIMA, U-5, U-2);800;1100
EV-EVCTRL-02-E;ev-brake-sensors;Электротранспорт;Управление и приборы;Датчики тормоза (пара);электро (AIMA, U-5, U-2);Датчики тормоза (пара) — электро (AIMA, U-5, U-2);500;700
EV-EVCTRL-03-E;ev-dcdc;Электротранспорт;Управление и приборы;Преобразователь DC-DC 60/72V → 12V;электро (AIMA, U-5, U-2);Преобразователь DC-DC 60/72V → 12V — электро (AIMA, U-5, U-2);1200;1650
EV-EVCTRL-04-E;ev-display;Электротранспорт;Управление и приборы;Дисплей (спидометр);электро (AIMA, U-5, U-2);Дисплей (спидометр) — электро (AIMA, U-5, U-2);2500;3400
EV-EVCTRL-05-E;ev-ignition;Электротранспорт;Управление и приборы;Замок зажигания;электро (AIMA, U-5, U-2);Замок зажигания — электро (AIMA, U-5, U-2);1200;1650
EV-EVCTRL-06-E;ev-alarm;Электротранспорт;Управление и приборы;Сигнализация с брелоком;электро (AIMA, U-5, U-2);Сигнализация с брелоком — электро (AIMA, U-5, U-2);1800;2450
EV-EVCTRL-07-E;ev-mode-switch;Электротранспорт;Управление и приборы;Кнопки режимов и реверса;электро (AIMA, U-5, U-2);Кнопки режимов и реверса — электро (AIMA, U-5, U-2);600;850
